employee_name,user_id,email,role,business_unit,functional_unit,department,team,supervisor,month_year,tenure
Suki Ori Grant,SOG0411,Suki.Ori.Grant@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,2010-06,2010-01-2010-06
Sybill Sage Shaw,SSS0345,Sybill.Sage.Shaw@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,2010-06,2010-01-2010-06
Sydnee Leilani Parsons,SLP0762,Sydnee.Leilani.Parsons@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,2010-06,2010-01-2010-06
Sylvester Guy Sanders,SGS0268,Sylvester.Guy.Sanders@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,2010-06,2010-01-2010-06
Sylvia Ariana Head,SAH0599,Sylvia.Ariana.Head@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,2010-06,2010-01-2010-06
Sylvia Velma Sweet,SVS0871,Sylvia.Velma.Sweet@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,2010-06,2010-01-2010-06
TaShya Savannah Mcgowan,TSM0363,TaShya.Savannah.Mcgowan@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,2010-06,2010-01-2010-06
TaShya Yoko Bailey,TYB0779,TaShya.Yoko.Bailey@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,2010-06,2010-01-2010-06
Tad Harlan Duncan,THD0448,Tad.Harlan.Duncan@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,2010-06,2010-01-2010-06
Tad Patrick Hardin,TPH0474,Tad.Patrick.Hardin@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,2010-06,2010-01-2010-06
Talon Ian Ware,TIW0299,Talon.Ian.Ware@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,2010-06,2010-01-2010-06
Tamara Shaeleigh Best,TSB0437,Tamara.Shaeleigh.Best@dtaa.com,Technician,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,2010-06,2010-01-2010-06
Tana Sonya Moody,TSM0927,Tana.Sonya.Moody@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews,2010-06,2010-01-2010-06
Tara Alma Potts,TAP0551,Tara.Alma.Potts@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall,2010-06,2010-01-2010-06
Tarik Linus Hubbard,TLH0648,Tarik.Linus.Hubbard@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,2010-06,2010-01-2010-06
Tasha Quail Sanchez,TQS0212,Tasha.Quail.Sanchez@dtaa.com,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe,2010-06,2010-01-2010-06
Teagan Briar Townsend,TBT0461,Teagan.Briar.Townsend@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,2010-06,2010-01-2010-06
Teagan Hedy Romero,THR0873,Teagan.Hedy.Romero@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,2010-06,2010-01-2010-06
Teagan Raven Kennedy,TRK0914,Teagan.Raven.Kennedy@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews,2010-06,2010-01-2010-06
Teegan Jillian Burris,TJB0302,Teegan.Jillian.Burris@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,2010-06,2010-01-2010-06
Thaddeus Emery Martin,TEM0093,Thaddeus.Emery.Martin@dtaa.com,MaterialsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle,2010-06,2010-01-2010-06
Theodore Eagan Bass,TEB0251,Theodore.Eagan.Bass@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris,2010-06,2010-01-2010-06
Thomas Shad Guthrie,TSG0906,Thomas.Shad.Guthrie@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,2010-06,2010-01-2010-06
Timon Jacob Gay,TJG0582,Timon.Jacob.Gay@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,2010-06,2010-01-2010-06
Timothy Arthur Carroll,TAC0300,Timothy.Arthur.Carroll@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,2010-06,2010-01-2010-06
Tobias Lucas Morin,TLM0797,Tobias.Lucas.Morin@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn,2010-06,2010-01-2010-06
Tobias Martin Ashley,TMA0069,Tobias.Martin.Ashley@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston,2010-06,2010-01-2010-06
Todd Scott Roth,TSR0676,Todd.Scott.Roth@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,4 - Lab,Sarah Imelda Juarez,2010-06,2010-01-2010-06
Troy Nicolas Molina,TNM0961,Troy.Nicolas.Molina@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,2010-06,2010-01-2010-06
Troy Uriah Conway,TUC0632,Troy.Uriah.Conway@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,2010-06,2010-01-2010-06
Tyler Eden Talley,TET0621,Tyler.Eden.Talley@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,2010-06,2010-01-2010-06
Tyrone Damian Garner,TDG0962,Tyrone.Damian.Garner@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,2010-06,2010-01-2010-06
Ulric Colt Holt,UCH0519,Ulric.Colt.Holt@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,2010-06,2010-01-2010-06
Ulric Ferdinand Knapp,UFK0208,Ulric.Ferdinand.Knapp@dtaa.com,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe,2010-06,2010-01-2010-06
Uriel Axel Diaz,UAD0771,Uriel.Axel.Diaz@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,2010-06,2010-01-2010-06
Uriel Charles Solomon,UCS0227,Uriel.Charles.Solomon@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,1 - Lab,Jackson Linus Wilkerson,2010-06,2010-01-2010-06
Urielle Jane Carter,UJC0737,Urielle.Jane.Carter@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,2010-06,2010-01-2010-06
Ursa Britanney Frederick,UBF0645,Ursa.Britanney.Frederick@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,2010-06,2010-01-2010-06
Ursula Idona Richard,UIR0043,Ursula.Idona.Richard@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,2010-06,2010-01-2010-06
Valentine Elton Britt,VEB0935,Valentine.Elton.Britt@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball,2010-06,2010-01-2010-06
Valentine Lucian Benjamin,VLB0647,Valentine.Lucian.Benjamin@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,2010-06,2010-01-2010-06
Vance Ira Alston,VIA0063,Vance.Ira.Alston@dtaa.com,Manager,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Todd Vance Spears,2010-06,2010-01-2010-06
Veda Martina Jacobson,VMJ0546,Veda.Martina.Jacobson@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall,2010-06,2010-01-2010-06
Vernon Finn Mcgee,VFM0814,Vernon.Finn.Mcgee@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George,2010-06,2010-01-2010-06
Vincent Avram Aguirre,VAA0087,Vincent.Avram.Aguirre@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Dylan Tiger Terry,2010-06,2010-01-2010-06
Vincent Calvin Young,VCY0751,Vincent.Calvin.Young@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,2010-06,2010-01-2010-06
Vincent Craig Cunningham,VCC0396,Vincent.Craig.Cunningham@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,2 - Software,Jocelyn Bree Mccray,2010-06,2010-01-2010-06
Vivian Sarah Arnold,VSA0230,Vivian.Sarah.Arnold@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,1 - Lab,Jackson Linus Wilkerson,2010-06,2010-01-2010-06
Vladimir Thomas Todd,VTT0385,Vladimir.Thomas.Todd@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan,2010-06,2010-01-2010-06
Wade Ira Frazier,WIF0691,Wade.Ira.Frazier@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne,2010-06,2010-01-2010-06
Wanda Samantha Rogers,WSR0241,Wanda.Samantha.Rogers@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston,2010-06,2010-01-2010-06
Wang Dean Vasquez,WDV0573,Wang.Dean.Vasquez@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,2010-06,2010-01-2010-06
Wesley Dustin Dickerson,WDD0366,Wesley.Dustin.Dickerson@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,2010-06,2010-01-2010-06
Whilemina Liberty Velez,WLV0566,Whilemina.Liberty.Velez@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,Stephanie Briar Harrington,2010-06,2010-01-2010-06
Whilemina Pandora England,WPE0538,Whilemina.Pandora.England@dtaa.com,AssemblySupervisor,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Delilah Iliana Wilkinson,2010-06,2010-01-2010-06
Willa Giselle Stanton,WGS0516,Willa.Giselle.Stanton@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,2010-06,2010-01-2010-06
William Aristotle Sampson,WAS0254,William.Aristotle.Sampson@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Dylan Tiger Terry,2010-06,2010-01-2010-06
William Beau Callahan,WBC0315,William.Beau.Callahan@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,2010-06,2010-01-2010-06
William Damian Oconnor,WDO0870,William.Damian.Oconnor@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,2010-06,2010-01-2010-06
William Graham Rowe,WGR0833,William.Graham.Rowe@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,2010-06,2010-01-2010-06
William Price Robles,WPR0368,William.Price.Robles@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,2010-06,2010-01-2010-06
William Theodore Reeves,WTR0563,William.Theodore.Reeves@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,Stephanie Briar Harrington,2010-06,2010-01-2010-06
William Trevor Fuentes,WTF0387,William.Trevor.Fuentes@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan,2010-06,2010-01-2010-06
Willow Iliana Quinn,WIQ0567,Willow.Iliana.Quinn@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,Stephanie Briar Harrington,2010-06,2010-01-2010-06
Willow Jaime Daniel,WJD0576,Willow.Jaime.Daniel@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,2010-06,2010-01-2010-06
Wing Noah Bonner,WNB0908,Wing.Noah.Bonner@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,2010-06,2010-01-2010-06
Winter Veda Burks,WVB0539,Winter.Veda.Burks@dtaa.com,Manager,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Donovan Carlos Chapman,2010-06,2010-01-2010-06
Wynne Xyla Hartman,WXH0872,Wynne.Xyla.Hartman@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,2010-06,2010-01-2010-06
Wynter Rose Mercer,WRM0963,Wynter.Rose.Mercer@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,2010-06,2010-01-2010-06
Xander Aaron Acevedo,XAA0104,Xander.Aaron.Acevedo@dtaa.com,HardwareEngineer,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,2010-06,2010-01-2010-06
Xander Walter Doyle,XWD0923,Xander.Walter.Doyle@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews,2010-06,2010-01-2010-06
Xandra Briar Nielsen,XBN0229,Xandra.Briar.Nielsen@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,1 - Lab,Jackson Linus Wilkerson,2010-06,2010-01-2010-06
Xanthus Louis Buck,XLB0710,Xanthus.Louis.Buck@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,2010-06,2010-01-2010-06
Xenos Hayden Gallegos,XHG0902,Xenos.Hayden.Gallegos@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,2010-06,2010-01-2010-06
Xenos Rudyard Small,XRS0633,Xenos.Rudyard.Small@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,2010-06,2010-01-2010-06
Xerxes Howard Wilcox,XHW0498,Xerxes.Howard.Wilcox@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,2010-06,2010-01-2010-06
Yardley Ezra Vang,YEV0793,Yardley.Ezra.Vang@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn,2010-06,2010-01-2010-06
Yasir Wade Wilcox,YWW0660,Yasir.Wade.Wilcox@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,2010-06,2010-01-2010-06
Yoshio Joseph Farmer,YJF0532,Yoshio.Joseph.Farmer@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,2010-06,2010-01-2010-06
Yvette Jeanette Vang,YJV0699,Yvette.Jeanette.Vang@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,2010-06,2010-01-2010-06
Zachary Myles Cardenas,ZMC0284,Zachary.Myles.Cardenas@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,2010-06,2010-01-2010-06
Zachery Samson Kerr,ZSK0258,Zachery.Samson.Kerr@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Dylan Tiger Terry,2010-06,2010-01-2010-06
Zane Cadman Fields,ZCF0590,Zane.Cadman.Fields@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,2010-06,2010-01-2010-06
Zena Sigourney Langley,ZSL0305,Zena.Sigourney.Langley@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,2010-06,2010-01-2010-06
Zenaida Justine England,ZJE0857,Zenaida.Justine.England@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,2010-06,2010-01-2010-06
Zenia Freya Macias,ZFM0468,Zenia.Freya.Macias@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,2010-06,2010-01-2010-06
Zenia Kiona Stevenson,ZKS0899,Zenia.Kiona.Stevenson@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,2010-06,2010-01-2010-06
Zeph Dakota Wilkerson,ZDW0859,Zeph.Dakota.Wilkerson@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,2010-06,2010-01-2010-06
Zia Shelley Blankenship,ZSB0649,Zia.Shelley.Blankenship@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,2010-06,2010-01-2010-06
Zorita Jaime Spears,ZJS0269,Zorita.Jaime.Spears@dtaa.com,HardwareEngineer,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,2010-06,2010-01-2010-06
